drug:tissue_type	spearman corr val	spearman p-val	adjusted spearman p-val	pearson corr val	pearson p-val	adjusted pearson p-val	
THZ-2-102-1_BILIARY	0.301098901	0.295514466	0.578407622	0.196585124	0.500567894	0.68923761	
THZ-2-102-1_BONE_AND_SOFT_TISSUE	-0.036363636	0.87564963	0.938196032	-0.14710868	0.524558765	0.68923761	
THZ-2-102-1_BREAST	0.265062255	0.136022531	0.408067593	0.358921453	0.040241546	0.359931235	
THZ-2-102-1_CENTRAL_NERVOUS_SYSTEM	-0.128869591	0.460636461	0.690954692	-0.104197498	0.551390088	0.68923761	
THZ-2-102-1_DLBC	0.18585044	0.308484065	0.578407622	-0.061034372	0.740013453	0.792871557	
THZ-2-102-1_KIDNEY	0.254545455	0.450036577	0.690954692	0.312459676	0.349531714	0.68923761	
THZ-2-102-1_LARGE_INTESTINE	0.35974026	0.109210764	0.408067593	0.436325971	0.047990831	0.359931235	
THZ-2-102-1_LCLL	-0.037093774	0.825015438	0.938196032	0.026044811	0.876652648	0.876652648	
THZ-2-102-1_LUNG	-0.241395498	0.013563103	0.203446543	-0.126983959	0.198952089	0.68923761	
THZ-2-102-1_MM	0.009090909	0.9788365	0.9788365	-0.240556021	0.476138856	0.68923761	
THZ-2-102-1_OESOPHAGUS	-0.166666667	0.522603154	0.712640664	-0.099971588	0.702642777	0.792871557	
THZ-2-102-1_OVARY	0.508823529	0.044135218	0.331014137	0.280287119	0.293043917	0.68923761	
THZ-2-102-1_PANCREAS	-0.181818182	0.571701239	0.714626548	-0.302327307	0.339523104	0.68923761	
THZ-2-102-1_SKIN	-0.392544495	0.070754126	0.353770629	-0.279542898	0.207691832	0.68923761	
THZ-2-102-1_URINARY_TRACT	-0.321678322	0.307909876	0.578407622	-0.232334134	0.467442718	0.68923761	
THZ-2-49_BILIARY	0.287912088	0.318192871	0.543158235	0.27110522	0.34848447	0.560567921	
THZ-2-49_BONE_AND_SOFT_TISSUE	0.232467532	0.310559899	0.543158235	0.065614116	0.77750317	0.77750317	
THZ-2-49_BREAST	0.229964093	0.190747741	0.538955176	0.125005886	0.481177621	0.560567921	
THZ-2-49_CENTRAL_NERVOUS_SYSTEM	0.381902436	0.021536775	0.323051632	0.285241695	0.091740657	0.275221971	
THZ-2-49_DLBC	-0.012096774	0.947609167	0.947609167	-0.156782657	0.391484611	0.560567921	
THZ-2-49_KIDNEY	0.045454545	0.894426997	0.947609167	0.236539902	0.483755628	0.560567921	
THZ-2-49_LARGE_INTESTINE	0.168831169	0.464422773	0.660869617	0.253419232	0.267681027	0.560567921	
THZ-2-49_LCLL	0.205602363	0.215582071	0.538955176	0.37159646	0.021613303	0.251356622	
THZ-2-49_LUNG	0.069284114	0.484637719	0.660869617	0.069096279	0.485825531	0.560567921	
THZ-2-49_MM	0.327272727	0.325894941	0.543158235	0.570181801	0.067028432	0.251356622	
THZ-2-49_OESOPHAGUS	0.151960784	0.560415506	0.700519383	0.193519075	0.456753895	0.560567921	
THZ-2-49_OVARY	0.373529412	0.15412247	0.538955176	0.475715723	0.062532687	0.251356622	
THZ-2-49_PANCREAS	0.027972028	0.931234351	0.947609167	-0.148860873	0.644272929	0.690292423	
THZ-2-49_SKIN	-0.326661735	0.128174938	0.538955176	-0.31437141	0.144033562	0.360083905	
THZ-2-49_URINARY_TRACT	-0.51048951	0.089913736	0.538955176	-0.593368216	0.041969678	0.251356622	
Tipifarnib_BILIARY	0.239285714	0.390379312	0.836527097	0.004343699	0.987742192	0.987742192	
Tipifarnib_BONE_AND_SOFT_TISSUE	0.019548872	0.934803124	0.934803124	0.196676937	0.405920257	0.856317003	
Tipifarnib_BREAST	0.315837727	0.068813188	0.258049455	0.351022323	0.041798478	0.208992389	
Tipifarnib_CENTRAL_NERVOUS_SYSTEM	0.3983802	0.019617654	0.147132408	0.11649976	0.51173693	0.856317003	
Tipifarnib_DLBC	-0.02016129	0.912787794	0.934803124	-0.026654107	0.884864799	0.987742192	
Tipifarnib_KIDNEY	-0.190909091	0.573913168	0.886518282	-0.220968755	0.513790202	0.856317003	
Tipifarnib_LARGE_INTESTINE	-0.123529412	0.648542067	0.886518282	-0.363661534	0.166172549	0.498517646	
Tipifarnib_LCLL	0.034029981	0.83927108	0.934803124	-0.002892974	0.986246928	0.987742192	
Tipifarnib_LUNG	0.292201003	0.002613863	0.039207949	0.267266683	0.006092977	0.091394655	
Tipifarnib_MM	0.127272727	0.709214626	0.886518282	0.109047136	0.749606329	0.987742192	
Tipifarnib_OESOPHAGUS	0.111764706	0.680273695	0.886518282	0.264506434	0.322182784	0.80545696	
Tipifarnib_OVARY	0.329411765	0.212801426	0.532003566	0.050052221	0.853948692	0.987742192	
Tipifarnib_PANCREAS	-0.461538462	0.13094807	0.392844209	-0.497535837	0.099785978	0.374197418	
Tipifarnib_SKIN	0.091919944	0.676580441	0.886518282	0.101310463	0.645545402	0.968318103	
Tipifarnib_URINARY_TRACT	0.552447552	0.062511483	0.258049455	0.607467582	0.036165175	0.208992389	
Tivozanib_BILIARY	0.042857143	0.879460313	0.936551268	0.023942793	0.932502671	0.958948591	
Tivozanib_BONE_AND_SOFT_TISSUE	0.075324675	0.745555076	0.936551268	0.14754558	0.523314307	0.958948591	
Tivozanib_BREAST	-0.168463275	0.348679055	0.871697638	-0.06855928	0.704610833	0.958948591	
Tivozanib_CENTRAL_NERVOUS_SYSTEM	-0.075299267	0.662494645	0.936551268	-0.124388137	0.469800279	0.958948591	
Tivozanib_DLBC	0.027859238	0.879695915	0.936551268	-0.071361542	0.697929857	0.958948591	
Tivozanib_KIDNEY	-0.090909091	0.790372738	0.936551268	-0.089713545	0.793077567	0.958948591	
Tivozanib_LARGE_INTESTINE	0.275324675	0.227063927	0.871697638	-0.018978444	0.934923735	0.958948591	
Tivozanib_LCLL	-0.032793522	0.842899908	0.936551268	-0.127888337	0.43782485	0.958948591	
Tivozanib_LUNG	0.007940518	0.936551268	0.936551268	0.009766968	0.921998601	0.958948591	
Tivozanib_MM	-0.409090909	0.21154501	0.871697638	-0.152155979	0.655152566	0.958948591	
Tivozanib_OESOPHAGUS	0.269607843	0.295335799	0.871697638	0.061025056	0.816022742	0.958948591	
Tivozanib_OVARY	0.1	0.71251637	0.936551268	0.326851249	0.216592265	0.958948591	
Tivozanib_PANCREAS	0.335664336	0.286122903	0.871697638	0.705515142	0.01036658	0.1554987	
Tivozanib_SKIN	-0.211020515	0.333781533	0.871697638	-0.236288512	0.277714242	0.958948591	
Tivozanib_URINARY_TRACT	0.027972028	0.931234351	0.936551268	-0.016687402	0.958948591	0.958948591	
TL-1-85_BILIARY	0.214285714	0.443140935	0.812542457	0.264860468	0.340085558	0.792428709	
TL-1-85_BONE_AND_SOFT_TISSUE	0.083116883	0.720203324	0.831003836	-0.09494221	0.682271505	0.930370234	
TL-1-85_BREAST	0.107571243	0.544818611	0.812542457	0.034002104	0.84860105	0.935985702	
TL-1-85_CENTRAL_NERVOUS_SYSTEM	-0.166430687	0.331981331	0.812542457	-0.289035073	0.087318689	0.792428709	
TL-1-85_DLBC	0.13856305	0.449466315	0.812542457	0.149763418	0.413292825	0.792428709	
TL-1-85_KIDNEY	0.154545455	0.650033965	0.812542457	0.256053287	0.447263725	0.792428709	
TL-1-85_LARGE_INTESTINE	0.315584416	0.16345354	0.812542457	0.325612873	0.149760791	0.792428709	
TL-1-85_LCLL	0.194441405	0.242088273	0.812542457	-0.145205651	0.384393446	0.792428709	
TL-1-85_LUNG	0.074586578	0.451754856	0.812542457	0.075444924	0.446551357	0.792428709	
TL-1-85_MM	0.045454545	0.894426997	0.894426997	-0.027519377	0.935985702	0.935985702	
TL-1-85_OESOPHAGUS	0.12254902	0.639378272	0.812542457	-0.023355686	0.929102277	0.935985702	
TL-1-85_OVARY	0.65	0.006415707	0.096235598	0.360100112	0.17067165	0.792428709	
TL-1-85_PANCREAS	-0.167832168	0.602099428	0.812542457	-0.221882912	0.488252253	0.792428709	
TL-1-85_SKIN	-0.290585628	0.178585206	0.812542457	-0.138585885	0.528285806	0.792428709	
TL-1-85_URINARY_TRACT	0.055944056	0.862898074	0.894426997	0.076389289	0.813465712	0.935985702	
TL-2-105_BILIARY	-0.046428571	0.869491526	0.931598063	0.061585395	0.827403898	0.941831438	
TL-2-105_BONE_AND_SOFT_TISSUE	-0.078486731	0.728453975	0.887290337	0.016520195	0.941831438	0.941831438	
TL-2-105_BREAST	-0.001833601	0.991788544	0.991788544	0.039377561	0.825009977	0.941831438	
TL-2-105_CENTRAL_NERVOUS_SYSTEM	-0.242470937	0.160490046	0.665678324	-0.021523537	0.902325223	0.941831438	
TL-2-105_DLBC	-0.368035191	0.038222217	0.491686269	-0.341166483	0.056014401	0.657572114	
TL-2-105_KIDNEY	-0.309090909	0.35502844	0.665678324	-0.266042278	0.429098003	0.804558755	
TL-2-105_LARGE_INTESTINE	0.409090909	0.065558169	0.491686269	0.35026081	0.119566119	0.657572114	
TL-2-105_LCLL	-0.048582996	0.768984959	0.887290337	-0.17475057	0.28731757	0.747845262	
TL-2-105_LUNG	-0.105631947	0.288263837	0.665678324	-0.09615852	0.333927303	0.747845262	
TL-2-105_MM	0.118181818	0.72928478	0.887290337	0.359519958	0.277506562	0.747845262	
TL-2-105_OESOPHAGUS	-0.181372549	0.486009776	0.810016293	-0.077172109	0.768458883	0.941831438	
TL-2-105_OVARY	-0.097058824	0.720651308	0.887290337	-0.044286819	0.870631677	0.941831438	
TL-2-105_PANCREAS	-0.363636364	0.245265001	0.665678324	-0.296721942	0.348994456	0.747845262	
TL-2-105_SKIN	-0.220410187	0.312207576	0.665678324	0.042924024	0.845811301	0.941831438	
TL-2-105_URINARY_TRACT	-0.405594406	0.190835874	0.665678324	-0.460939337	0.131514423	0.657572114	
Tozasertib_CENTRAL_NERVOUS_SYSTEM	0.114285714	0.621818152	0.621818152	-0.045749932	0.843892226	0.914500557	
Tozasertib_DLBC	0.247580645	0.17932383	0.562545721	0.14359703	0.440904964	0.914500557	
Tozasertib_LCLL	-0.134660977	0.426831095	0.562545721	-0.169768691	0.315120789	0.914500557	
Tozasertib_LUNG	-0.133613445	0.444151969	0.562545721	-0.018830028	0.914500557	0.914500557	
Tozasertib_MM	-0.254545455	0.450036577	0.562545721	-0.063221504	0.853491421	0.914500557	
TPCA-1_BILIARY	0.517857143	0.048004077	0.305817639	0.301060266	0.275539014	0.663632029	
TPCA-1_BONE_AND_SOFT_TISSUE	-0.071428571	0.758328345	0.848041122	-0.162452986	0.481704786	0.706204599	
TPCA-1_BREAST	0.132630453	0.454612429	0.757687382	0.136854798	0.440240421	0.706204599	
TPCA-1_CENTRAL_NERVOUS_SYSTEM	-0.223323467	0.190446505	0.538955176	-0.346046464	0.038700069	0.322076971	
TPCA-1_DLBC	-0.034824047	0.849925008	0.849925008	0.062546068	0.733803516	0.786218053	
TPCA-1_KIDNEY	0.427272727	0.189943725	0.538955176	0.424985013	0.192585099	0.663632029	
TPCA-1_LARGE_INTESTINE	0.238961039	0.296849183	0.636105391	0.244341312	0.285775502	0.663632029	
TPCA-1_LCLL	0.205602363	0.215582071	0.538955176	0.168070391	0.313145423	0.663632029	
TPCA-1_LUNG	-0.02623493	0.791505047	0.848041122	0.015119086	0.878926503	0.878926503	
TPCA-1_MM	0.263636364	0.433440738	0.757687382	0.171958726	0.613152512	0.723602438	
TPCA-1_OESOPHAGUS	-0.120098039	0.646142699	0.848041122	-0.16853563	0.517883373	0.706204599	
TPCA-1_OVARY	0.594117647	0.015232401	0.228486013	0.511301321	0.042943596	0.322076971	
TPCA-1_PANCREAS	-0.146853147	0.64879571	0.848041122	-0.358571077	0.252393375	0.663632029	
TPCA-1_SKIN	-0.396342982	0.061163528	0.305817639	-0.20257083	0.353937082	0.663632029	
TPCA-1_URINARY_TRACT	0.097902098	0.762121656	0.848041122	0.156519879	0.627122113	0.723602438	
Trametinib_BILIARY	0.065934066	0.830542386	0.959699765	-0.173992264	0.569700472	0.872059903	
Trametinib_BONE_AND_SOFT_TISSUE	0.629824561	0.003852741	0.053938378	0.507309313	0.026617362	0.186321531	
Trametinib_BREAST	-0.170581713	0.358891911	0.605478207	-0.15934365	0.391876409	0.685783715	
Trametinib_CENTRAL_NERVOUS_SYSTEM	-0.079558751	0.659859842	0.839821617	-0.040768563	0.821776417	0.94684837	
Trametinib_DLBC	-0.163070078	0.38923599	0.605478207	-0.300995394	0.106028861	0.34553443	
Trametinib_LARGE_INTESTINE	0.356521739	0.087253105	0.305385866	0.323225571	0.123405154	0.34553443	
Trametinib_LCLL	0.01782364	0.913075114	0.959699765	0.004280965	0.979084469	0.979084469	
Trametinib_LUNG	0.250569723	0.013803826	0.096626784	0.050821757	0.622899931	0.872059903	
Trametinib_MM	-0.345454545	0.328226511	0.605478207	-0.340028295	0.336385421	0.672770843	
Trametinib_OESOPHAGUS	-0.252941176	0.344563031	0.605478207	-0.448761591	0.081233997	0.34553443	
Trametinib_OVARY	0.014285714	0.959699765	0.959699765	0.101163714	0.719791864	0.916098737	
Trametinib_PANCREAS	0.218181818	0.519248248	0.726947547	-0.052042458	0.879216343	0.94684837	
Trametinib_SKIN	-0.31008191	0.1601954	0.448547119	-0.278846772	0.208873533	0.487371577	
Trametinib_URINARY_TRACT	-0.645454545	0.031962799	0.14915973	-0.783259597	0.004351463	0.060920481	
Tretinoin_BILIARY	0.538461538	0.070894318	0.921626128	0.078222864	0.809060307	0.982757835	
Tretinoin_BONE_AND_SOFT_TISSUE	0.051470588	0.844466903	0.970689042	0.227284988	0.380321852	0.982757835	
Tretinoin_BREAST	-0.018475182	0.924216796	0.970689042	0.022649369	0.907161078	0.982757835	
Tretinoin_CENTRAL_NERVOUS_SYSTEM	-0.009899175	0.957117245	0.970689042	-0.036746208	0.841742639	0.982757835	
Tretinoin_DLBC	0.07334428	0.710706611	0.970689042	0.119608031	0.54435979	0.982757835	
Tretinoin_LARGE_INTESTINE	-0.137254902	0.587061537	0.970689042	0.003700939	0.988371688	0.988371688	
Tretinoin_LCLL	-0.195754459	0.238860896	0.970689042	-0.193768856	0.243752668	0.982757835	
Tretinoin_LUNG	0.004045339	0.970689042	0.970689042	0.073016148	0.50662913	0.982757835	
Tretinoin_MM	-0.160839161	0.61752349	0.970689042	-0.191173322	0.551718976	0.982757835	
Tretinoin_OESOPHAGUS	0.221428571	0.427713719	0.970689042	-0.040866859	0.885023103	0.982757835	
Tretinoin_OVARY	0.35	0.200945351	0.970689042	0.150397483	0.592640778	0.982757835	
Tretinoin_PANCREAS	-0.090909091	0.802771731	0.970689042	0.043567915	0.904875884	0.982757835	
Tretinoin_SKIN	0.040601504	0.865046879	0.970689042	0.11580787	0.626823865	0.982757835	
Tubastatin A_BILIARY	0.092857143	0.74204501	0.856205781	-0.132842103	0.636954045	0.927945395	
Tubastatin A_BONE_AND_SOFT_TISSUE	0.10075188	0.672556435	0.840695544	-0.026960399	0.9101677	0.975179678	
Tubastatin A_BREAST	0.097333639	0.583951381	0.840695544	-0.175684829	0.320295801	0.800739503	
Tubastatin A_CENTRAL_NERVOUS_SYSTEM	-0.080061785	0.6425303	0.840695544	-0.269785175	0.111553535	0.580923167	
Tubastatin A_DLBC	0.166788856	0.361570859	0.80637533	0.100114678	0.58563326	0.927945395	
Tubastatin A_KIDNEY	0.454545455	0.160145437	0.60054539	0.234078333	0.488450771	0.915845196	
Tubastatin A_LARGE_INTESTINE	0.422077922	0.05665925	0.283296248	0.254795553	0.265002361	0.795007082	
Tubastatin A_LCLL	0.120472699	0.471238132	0.80637533	0.041584872	0.804219343	0.927945395	
Tubastatin A_LUNG	-0.220644404	0.024400712	0.283296248	-0.154989185	0.116184633	0.580923167	
Tubastatin A_MM	-0.272727273	0.417141437	0.80637533	-0.101094751	0.767415245	0.927945395	
Tubastatin A_OESOPHAGUS	0.213235294	0.411225678	0.80637533	0.22459629	0.386134556	0.827431192	
Tubastatin A_OVARY	0.528571429	0.042797289	0.283296248	0.492274596	0.062307558	0.580923167	
Tubastatin A_PANCREAS	0	1	1	-0.107084014	0.740460728	0.927945395	
Tubastatin A_SKIN	-0.153694099	0.483825198	0.80637533	-0.283827168	0.18936355	0.710113314	
Tubastatin A_URINARY_TRACT	-0.006993007	0.982791769	1	-0.009866793	0.975721591	0.975721591	
TW 37_BILIARY	-0.20979021	0.512840943	0.929264745	-0.039852114	0.902133821	0.971528731	
TW 37_BONE_AND_SOFT_TISSUE	0.118796992	0.617891828	0.929264745	0.252163321	0.283473344	0.674934607	
TW 37_BREAST	-0.056457304	0.762908204	0.929264745	-0.04122831	0.82570779	0.971528731	
TW 37_CENTRAL_NERVOUS_SYSTEM	-0.105591203	0.565182307	0.929264745	-0.193254971	0.289257689	0.674934607	
TW 37_DLBC	-0.017241379	0.929264745	0.929264745	-0.081121109	0.675709291	0.971528731	
TW 37_LARGE_INTESTINE	-0.089779785	0.691125727	0.929264745	0.002238401	0.992112127	0.992112127	
TW 37_LCLL	-0.036772983	0.821766146	0.929264745	-0.147594361	0.363424093	0.726848185	
TW 37_LUNG	0.200952381	0.046102672	0.645437401	0.132053829	0.192593164	0.674076072	
TW 37_MM	0.160839161	0.61752349	0.929264745	-0.094677082	0.76976792	0.971528731	
TW 37_OESOPHAGUS	0.05	0.854099552	0.929264745	-0.049603301	0.855245712	0.971528731	
TW 37_OVARY	0.028571429	0.922761377	0.929264745	0.438427564	0.116850489	0.666549662	
TW 37_PANCREAS	0.104895105	0.745609481	0.929264745	0.449302246	0.142832071	0.666549662	
TW 37_SKIN	0.286584047	0.17455852	0.814606426	0.063087162	0.769632609	0.971528731	
TW 37_URINARY_TRACT	-0.447552448	0.144586301	0.814606426	-0.471097118	0.122126374	0.666549662	
UNC0638_BILIARY	-0.072652617	0.713320583	0.976236224	0.031235725	0.874625076	0.98737111	
UNC0638_BONE_AND_SOFT_TISSUE	0.183872025	0.262497833	0.976236224	0.047146559	0.775637078	0.98737111	
UNC0638_BREAST	-0.003738045	0.976236224	0.976236224	-0.032745699	0.794081393	0.98737111	
UNC0638_CENTRAL_NERVOUS_SYSTEM	-0.155970444	0.20062696	0.976236224	-0.090658931	0.458790774	0.8306159	
UNC0638_CERVICAL	-0.145154509	0.565504734	0.976236224	-0.231608466	0.355096613	0.8306159	
UNC0638_DLBC	-0.033856891	0.793908247	0.976236224	-0.140775039	0.27511841	0.8306159	
UNC0638_KIDNEY	-0.043002888	0.857141346	0.976236224	-0.078324397	0.742739356	0.98737111	
UNC0638_LARGE_INTESTINE	0.125906422	0.409868199	0.976236224	0.186118691	0.220907563	0.8306159	
UNC0638_LCLL	-0.008182596	0.942572706	0.976236224	-0.079940229	0.48088289	0.8306159	
UNC0638_LUNG	-0.091991792	0.19177123	0.976236224	-0.119683622	0.088977178	0.8306159	
UNC0638_MM	0.115515752	0.608714572	0.976236224	-0.031822418	0.888199531	0.98737111	
UNC0638_OESOPHAGUS	0.08200114	0.644771461	0.976236224	0.236510053	0.17807921	0.8306159	
UNC0638_OVARY	0.61009083	0.00044139	0.008386412	0.488608506	0.007157555	0.135993548	
UNC0638_PANCREAS	-0.044092311	0.841665455	0.976236224	0.197991611	0.365151162	0.8306159	
UNC0638_SKIN	-0.099030374	0.503070636	0.976236224	0.036312192	0.806435161	0.98737111	
UNC0638_STOMACH	-0.008976791	0.974670591	0.976236224	0.373108198	0.170763081	0.8306159	
UNC0638_THYROID	0.136097057	0.615261158	0.976236224	0.199577064	0.458659281	0.8306159	
UNC0638_UPPER_AERODIGESTIVE_TRACT	0.165890867	0.510621726	0.976236224	-0.001313965	0.995871421	0.995871421	
UNC0638_URINARY_TRACT	0.073234775	0.733796274	0.976236224	0.017475445	0.935404209	0.98737111	
UNC1215_BILIARY	0.32967033	0.271335055	0.771588863	0.486527318	0.091804907	0.575023635	
UNC1215_BONE_AND_SOFT_TISSUE	0.11754386	0.631764159	0.913895587	0.166924112	0.494590686	0.743560997	
UNC1215_BREAST	-0.020566589	0.912555593	0.913895587	-0.028421616	0.879366511	0.922026921	
UNC1215_CENTRAL_NERVOUS_SYSTEM	0.264415849	0.13701574	0.662659761	0.214470025	0.230707232	0.743560997	
UNC1215_DLBC	0.029143493	0.878496888	0.913895587	0.071646295	0.70674415	0.839541626	
UNC1215_LARGE_INTESTINE	0.515652174	0.00990697	0.138697584	0.378413581	0.068248412	0.575023635	
UNC1215_LCLL	0.049671826	0.754745428	0.913895587	-0.140675432	0.37421917	0.743560997	
UNC1215_LUNG	-0.017118828	0.868515417	0.913895587	-0.03711217	0.719607108	0.839541626	
UNC1215_MM	0.045454545	0.894426997	0.913895587	0.033534538	0.922026921	0.922026921	
UNC1215_OESOPHAGUS	-0.029411765	0.913895587	0.913895587	-0.203488637	0.449714677	0.743560997	
UNC1215_OVARY	0.128571429	0.647916329	0.913895587	0.415785251	0.12321935	0.575023635	
UNC1215_PANCREAS	-0.472727273	0.14199852	0.662659761	-0.305110722	0.361580102	0.743560997	
UNC1215_SKIN	0.105055073	0.641730812	0.913895587	-0.141093927	0.531114998	0.743560997	
UNC1215_URINARY_TRACT	-0.342657343	0.275567451	0.771588863	-0.307027301	0.331689627	0.743560997	
Veliparib_BILIARY	0.174825175	0.586823664	0.762870764	-0.082294549	0.799295891	0.962846347	
Veliparib_BONE_AND_SOFT_TISSUE	0.017156863	0.947890882	0.947890882	0.015264508	0.953632214	0.962846347	
Veliparib_BREAST	-0.041384407	0.83121011	0.900477619	0.009047905	0.962846347	0.962846347	
Veliparib_CENTRAL_NERVOUS_SYSTEM	0.161869847	0.376102355	0.606817881	-0.264822563	0.142986692	0.547522178	
Veliparib_DLBC	0.061302682	0.756648024	0.894220392	0.033394948	0.86603292	0.962846347	
Veliparib_LARGE_INTESTINE	-0.315789474	0.187821456	0.564116546	-0.278076374	0.249019756	0.547522178	
Veliparib_LCLL	-0.172267206	0.294329334	0.564116546	-0.263127315	0.10556987	0.547522178	
Veliparib_LUNG	0.125737737	0.251531285	0.564116546	0.053463439	0.626996832	0.90566209	
Veliparib_MM	-0.370629371	0.235621004	0.564116546	-0.240209797	0.452040169	0.734565274	
Veliparib_OESOPHAGUS	0.225	0.420104687	0.606817881	0.315063813	0.252702544	0.547522178	
Veliparib_OVARY	0.317857143	0.248290566	0.564116546	0.48057785	0.069785827	0.547522178	
Veliparib_PANCREAS	-0.454545455	0.18690481	0.564116546	-0.41480454	0.233284377	0.547522178	
Veliparib_SKIN	0.242105263	0.303755063	0.564116546	0.204946346	0.386059043	0.716966793	
Vinblastine_BILIARY	-0.013986014	0.965590269	0.985363144	-0.077227053	0.811452249	0.946007671	
Vinblastine_BONE_AND_SOFT_TISSUE	0.125	0.632640609	0.931431985	0.171980966	0.509234834	0.851004424	
Vinblastine_BREAST	0.070452027	0.716486142	0.931431985	0.013153564	0.946007671	0.946007671	
Vinblastine_CENTRAL_NERVOUS_SYSTEM	0.458111832	0.008371957	0.108835445	0.176221898	0.33465552	0.81445746	
